"","lnL0","lnL1A","lnL1B","lnL1C","our_LRT","our_results.qvals.bh.pvalues","our_results.qvals.bh.qvalues"
"refGene.NM_052848.1",-2637.37,-2637.37,-2637.37,-2637.37,0,1,1
"refGene.NM_052849.1",-1316.218,-1316.203,-1316.203,-1316.203,0.0300000000002001,0.431245115067734,1
"refGene.NM_052851.1.inc",-6352.618,-6352.618,-6352.618,-6352.618,0,1,1
"refGene.NM_052857.1",-2833.427,-2833.427,-2833.427,-2833.427,0,1,1
"refGene.NM_052859.1",-4119.962,-4119.962,-4119.962,-4119.962,0,1,1
"refGene.NM_052864.1.inc",-1186.18,-1186.18,-1186.18,-1186.18,0,1,1
"refGene.NM_052874.1.inc",-1319,-1319,-1319,-1319,0,1,1
"refGene.NM_052875.1.inc",-1547.128,-1547.128,-1547.128,-1547.898,0,1,1
"refGene.NM_052880.1",-1941.687,-1941.687,-1941.687,-1941.687,0,1,1
"refGene.NM_052904.1",-3887.091,-3887.091,-3887.091,-3887.091,0,1,1
"refGene.NM_052906.1.inc",-4212.842,-4212.842,-4212.842,-4212.842,0,1,1
"refGene.NM_052910.1",-3997.37,-3997.37,-3997.37,-3997.37,0,1,1
"refGene.NM_052911.1",-6495.366,-6494.947,-6494.947,-6495.466,0.837999999999738,0.179984699478995,1
"refGene.NM_052913.1",-3843.515,-3843.515,-3843.515,-3850.774,0,1,1
"refGene.NM_052933.1",-2479.046,-2478.513,-2478.513,-2478.513,1.0659999999998,0.150925351071996,1
"refGene.NM_052934.1",-5717.798,-5717.798,-5717.798,-5717.798,0,1,1
"refGene.NM_052937.1.inc",-1494.012,-1494.012,-1494.012,-1494.012,0,1,1
"refGene.NM_052940.1",-3084.475,-3084.905,-3084.905,-3084.905,0,1,1
"refGene.NM_052943.1",-2845.414,-2845.275,-2845.275,-2845.275,0.278000000000247,0.299007546886774,1
"refGene.NM_052951.1",-2055.699,-2055.699,-2055.699,-2055.699,0,1,1
"refGene.NM_052953.1",-1485.04,-1485.04,-1485.04,-1485.04,0,1,1
"refGene.NM_052955.1.inc",-4631.211,-4631.211,-4631.211,-4631.211,0,1,1
"refGene.NM_052959.1",-2937.087,-2936.777,-2936.777,-2936.777,0.619999999999891,0.215523642980325,1
"refGene.NM_052965.1",-1131.235,-1131.235,-1131.235,-1131.235,0,1,1
"refGene.NM_052968.1.inc",-2621.599,-2621.599,-2621.599,-2621.599,0,1,1
"refGene.NM_052970.1",-4706.809,-4706.809,-4706.809,-4706.809,0,1,1
"refGene.NM_052971.1",-593.425,-593.425,-593.425,-593.425,0,1,1
"refGene.NM_052989.1.inc",-6468.683,-6468.683,-6468.683,-6468.683,0,1,1
"refGene.NM_053002.1.inc",-11389.259,-11389.259,-11389.259,-11389.259,0,1,1
"refGene.NM_053004.1.inc",-2141.861,-2139.565,-2139.565,-2139.565,4.59199999999964,0.0160607557339537,0.440221172925504
"refGene.NM_053006.1",-2471.778,-2471.762,-2471.762,-2471.762,0.0319999999992433,0.429013828494591,1
"refGene.NM_053032.1",-939.282,-943.6,-943.601,-943.601,0,1,1
"refGene.NM_053044.1.inc",-2426.527,-2445.228,-2445.232,-2445.232,0,1,1
"refGene.NM_053045.1",-815.979,-818.742,-818.742,-818.742,0,1,1
"refGene.NM_053046.1",-2749.392,-2748.482,-2762.399,-2748.482,1.81999999999971,0.0886566383758355,0.861879474291913
"refGene.NM_053049.1",-1626.911,-1626.136,-1626.136,-1626.136,1.55000000000018,0.106567720436971,0.914058157008313
"refGene.NM_053050.1",-929.754,-930.422,-929.754,-929.754,0,1,1
"refGene.NM_053064.1",-379.767,-379.767,-379.767,-379.767,0,1,1
"refGene.NM_053274.1.inc",-3469.811,-3469.811,-3469.811,-3469.811,0,1,1
"refGene.NM_053280.1",-1765.743,-1765.743,-1765.743,-1765.743,0,1,1
"refGene.NM_053284.1.inc",-3444.363,-3443.044,-3443.044,-3443.044,2.63799999999992,0.0521674074645937,0.697948838889935
"refGene.NM_053285.1",-3542.081,-3555.965,-3555.965,-3555.965,0,1,1
"refGene.NM_054012.1.inc",-1966.733,-1966.733,-1966.733,-1966.733,0,1,1
"refGene.NM_054027.1.inc",-2397.25,-2408.24,-2408.24,-2408.24,0,1,1
"refGene.NM_054034.1.inc",-3548.939,-3548.939,-3569.509,-3548.939,0,1,1
"refGene.NM_054111.1",-3115.377,-3115.377,-3120.134,-3115.377,0,1,1
"refGene.NM_054113.1",-1340.462,-1340.462,-1340.462,-1340.462,0,1,1
"refGene.NM_057094.1",-1308.974,-1308.974,-1316.139,-1308.974,0,1,1
"refGene.NM_057159.1",-2200.912,-2200.166,-2200.166,-2200.166,1.49199999999928,0.110953203838904,0.922135836596833
"refGene.NM_057161.1",-2313.899,-2313.899,-2313.899,-2313.899,0,1,1
"refGene.NM_057169.1.inc",-4120.047,-4120.047,-4120.047,-4120.047,0,1,1
"refGene.NM_057178.1",-2449.803,-2449.433,-2449.433,-2449.433,0.739999999999782,0.194830439057342,1
"refGene.NM_057180.1",-1075.727,-1075.727,-1075.727,-1075.727,0,1,1
"refGene.NM_058163.1",-1286.425,-1286.425,-1286.425,-1286.107,0.635999999999967,0.212581488850298,1
"refGene.NM_058164.1",-2787.908,-2789.183,-2789.183,-2795.393,0,1,1
"refGene.NM_058165.1.inc",-2571.903,-2571.903,-2571.903,-2571.896,0.0139999999992142,0.452906423365187,1
"refGene.NM_058169.1",-1296.271,-1297.075,-1296.271,-1296.271,0,1,1
"refGene.NM_058172.1.inc",-2639.962,-2639.962,-2639.962,-2639.962,0,1,1
"refGene.NM_058181.1.inc",-1250.23,-1250.207,-1250.207,-1250.207,0.0459999999998217,0.415087899084089,1
"refGene.NM_058216.1.inc",-2084.165,-2084.165,-2084.165,-2084.165,0,1,1
"refGene.NM_058222.1",-2213.785,-2213.785,-2213.785,-2213.785,0,1,1
"refGene.NM_058229.1",-2132.364,-2132.364,-2132.364,-2132.364,0,1,1
"refGene.NM_058238.1.inc",-1676.154,-1676.294,-1676.154,-1676.154,0,1,1
"refGene.NM_058241.1",-4715.137,-4715.556,-4715.137,-4715.137,0,1,1
"refGene.NM_058244.1.inc",-2111.654,-2111.654,-2111.654,-2111.654,0,1,1
"refGene.NM_078468.1.inc",-1994.04,-1992.481,-1992.481,-1992.481,3.11799999999994,0.0387158837713481,0.609131570880095
"refGene.NM_078473.1",-1494.177,-1492.394,-1492.394,-1494.232,3.5659999999998,0.0294871046447053,0.555734087757949
"refGene.NM_078474.1.inc",-1461.469,-1461.469,-1461.469,-1463.469,0,1,1
"refGene.NM_078480.1",-3391.539,-3391.521,-3391.521,-3391.521,0.0360000000000582,0.424757746182457,1
"refGene.NM_078483.1",-3461.952,-3461.952,-3461.952,-3461.952,0,1,1
"refGene.NM_078629.1",-3610.355,-3609.642,-3609.642,-3609.642,1.42600000000039,0.11620917574332,0.941603625514131
"refGene.NM_079423.1.inc",-613.271,-613.271,-613.271,-613.271,0,1,1
"refGene.NM_080387.1.inc",-1764.008,-1764.008,-1764.008,-1764.008,0,1,1
"refGene.NM_080414.1.inc",-1638.98,-1638.98,-1638.98,-1638.98,0,1,1
"refGene.NM_080431.1",-3146.098,-3145.919,-3145.919,-3145.977,0.358000000000175,0.274809543887339,1
"refGene.NM_080476.1",-2359.474,-2359.474,-2359.474,-2359.477,0,1,1
"refGene.NM_080489.1",-2581.097,-2581.015,-2581.015,-2581.14,0.164000000000669,0.342750099486089,1
"refGene.NM_080546.1.inc",-3023.708,-3023.709,-3023.708,-3023.709,0,1,1
"refGene.NM_080552.1",-3011.046,-3016.362,-3016.363,-3016.363,0,1,1
"refGene.NM_080588.1.inc",-2232.072,-2232.072,-2232.072,-2232.072,0,1,1
"refGene.NM_080599.1",-7088.602,-7088.602,-7088.602,-7091.508,0,1,1
"refGene.NM_080603.1.inc",-3031.415,-3031.415,-3031.415,-3032.377,0,1,1
"refGene.NM_080607.1",-1113.508,-1113.508,-1113.508,-1113.554,0,1,1
"refGene.NM_080608.1",-1784.472,-1783.617,-1783.617,-1783.617,1.71000000000004,0.0954926852498532,0.88089009363558
"refGene.NM_080617.1",-1291.159,-1291.159,-1291.159,-1291.159,0,1,1
"refGene.NM_080628.1",-1601.66,-1601.66,-1601.66,-1601.66,0,1,1
"refGene.NM_080649.1",-2296.184,-2296.184,-2296.184,-2296.184,0,1,1
"refGene.NM_080650.1",-1722.695,-1722.266,-1722.266,-1722.266,0.85799999999972,0.1771494916038,1
"refGene.NM_080651.1",-1087.677,-1087.51,-1087.51,-1087.51,0.333999999999833,0.281656591026873,1
"refGene.NM_080652.1",-1812.064,-1812.064,-1812.064,-1812.064,0,1,1
"refGene.NM_080653.1",-1862.465,-1862.465,-1862.465,-1862.465,0,1,1
"refGene.NM_080656.1",-732.972,-732.972,-732.972,-732.972,0,1,1
"refGene.NM_080659.1",-1256.535,-1256.535,-1256.535,-1256.535,0,1,1
"refGene.NM_080662.1",-2139.74,-2138.972,-2139.74,-2139.74,1.53599999999915,0.107607090259793,0.914058157008313
"refGene.NM_080664.1",-1351.025,-1359.281,-1351.025,-1351.025,0,1,1
"refGene.NM_080666.1",-3143.462,-3143.399,-3143.399,-3143.399,0.126000000000204,0.361307985774236,1
"refGene.NM_080671.1",-1206.187,-1206.187,-1206.187,-1206.187,0,1,1
"refGene.NM_080675.1.inc",-2416.942,-2416.942,-2416.942,-2416.942,0,1,1
"refGene.NM_080678.1",-1072.586,-1072.586,-1072.586,-1072.586,0,1,1
"refGene.NM_080723.1",-1492.052,-1492.052,-1492.052,-1492.052,0,1,1
"refGene.NM_080738.1",-1475.942,-1475.942,-1475.942,-1475.942,0,1,1
"refGene.NM_080749.1",-2090.47,-2090.47,-2090.47,-2090.47,0,1,1
"refGene.NM_080752.1",-5495.155,-5495.155,-5495.155,-5495.155,0,1,1
"refGene.NM_080758.1.inc",-1652.493,-1652.493,-1652.493,-1652.493,0,1,1
"refGene.NM_080796.1.inc",-4045.907,-4045.736,-4045.736,-4045.736,0.342000000000553,0.279338526368318,1
"refGene.NM_080817.1.inc",-2013.846,-2013.846,-2013.887,-2013.846,0,1,1
"refGene.NM_080818.1",-2647.384,-2647.384,-2647.384,-2647.384,0,1,1
"refGene.NM_080820.1",-1379.469,-1379.452,-1379.452,-1379.452,0.0340000000001055,0.426853408343356,1
"refGene.NM_080821.1.inc",-1413.352,-1413.352,-1413.352,-1413.352,0,1,1
"refGene.NM_080822.1",-1915.77,-1915.77,-1915.77,-1915.77,0,1,1
"refGene.NM_080829.1",-8032.788,-8032.788,-8032.788,-8032.788,0,1,1
"refGene.NM_080832.1",-2471.795,-2471.795,-2471.795,-2471.795,0,1,1
"refGene.NM_080836.1",-2343.166,-2343.166,-2343.166,-2343.166,0,1,1
"refGene.NM_080862.1",-1770.715,-1770.715,-1770.715,-1770.715,0,1,1
"refGene.NM_080873.1",-2375.67,-2375.67,-2375.67,-2375.67,0,1,1
"refGene.NM_080875.1.inc",-5763.879,-5763.729,-5763.729,-5763.729,0.299999999999272,0.291941210385411,1
"refGene.NM_080876.1.inc",-1385.001,-1384.934,-1384.934,-1384.934,0.134000000000015,0.357160113271289,1
"refGene.NM_080916.1",-2350.786,-2350.386,-2350.386,-2350.386,0.800000000000182,0.185546684761322,1
"refGene.NM_080927.1.inc",-4445.082,-4445.082,-4445.082,-4445.082,0,1,1
"refGene.NM_130384.1",-6005.838,-6005.838,-6005.838,-6005.838,0,1,1
"refGene.NM_130386.1",-5151.258,-5154.335,-5151.258,-5151.258,0,1,1
"refGene.NM_130438.1",-2977.595,-2977.595,-2977.595,-2991.361,0,1,1
"refGene.NM_130446.1.inc",-3017.215,-3017.22,-3017.22,-3017.076,0.278000000000247,0.299007546886774,1
"refGene.NM_130767.1",-4667.759,-4667.757,-4668.734,-4667.757,0.00400000000081491,0.474785485572988,1
"refGene.NM_130769.1",-1014.207,-1014.207,-1014.207,-1014.207,0,1,1
"refGene.NM_130782.1",-1704.447,-1702.821,-1702.821,-1702.821,3.25199999999995,0.0356681820961762,0.58726648869539
"refGene.NM_130783.1",-1702.881,-1702.738,-1702.738,-1702.738,0.286000000000058,0.29639765061354,1
"refGene.NM_130784.1.inc",-2023.558,-2022.844,-2022.844,-2022.844,1.42799999999988,0.116045558513114,0.941553700370189
"refGene.NM_130794.1",-1502.897,-1501.045,-1501.045,-1501.045,3.70399999999972,0.0271410947245481,0.538655004429517
"refGene.NM_130830.1",-4695.931,-4719.13,-4693.898,-4693.897,4.0679999999993,0.0218514951223955,0.496542995360197
"refGene.NM_130850.1",-2380.286,-2380.286,-2380.286,-2380.286,0,1,1
"refGene.NM_130852.1.inc",-1841.291,-1850.593,-1840.765,-1850.56,1.05199999999968,0.152523459091448,1
"refGene.NM_130897.1",-588.435,-593.123,-588.746,-588.435,0,1,1
"refGene.NM_130902.1",-825.294,-825.294,-825.294,-825.294,0,1,1
"refGene.NM_130906.1",-949.592,-949.592,-949.592,-949.592,0,1,1
"refGene.NM_133171.1",-4409.699,-4409.699,-4412.771,-4412.771,0,1,1
"refGene.NM_133172.1",-3382.243,-3382.243,-3382.243,-3382.243,0,1,1
"refGene.NM_133259.1.inc",-8649.431,-8647.751,-8647.751,-8647.751,3.36000000000058,0.0333990342375574,0.574297011028308
"refGene.NM_133261.1",-2146.083,-2143.861,-2143.862,-2143.862,4.44400000000041,0.0175120482448899,0.460220476677519
"refGene.NM_133262.1",-926.335,-925.662,-925.662,-925.662,1.346,0.122989310653394,0.956327423866332
"refGene.NM_133329.1",-2514.535,-2512.841,-2515.829,-2512.841,3.38799999999992,0.032836281838379,0.569394115473885
"refGene.NM_133331.1.inc",-7706.549,-7706.796,-7706.549,-7706.796,0,1,1
"refGene.NM_133367.1",-2383.134,-2383.134,-2383.134,-2384.164,0,1,1
"refGene.NM_133371.1",-2054.857,-2054.857,-2054.857,-2054.857,0,1,1
"refGene.NM_133377.1.inc",-1536.381,-1536.381,-1536.381,-1536.381,0,1,1
"refGene.NM_133445.1",-7492.709,-7492.709,-7492.709,-7492.709,0,1,1
"refGene.NM_133458.1.inc",-3550.945,-3550.945,-3550.945,-3550.945,0,1,1
"refGene.NM_133462.1.inc",-4109.007,-4109.007,-4109.007,-4109.007,0,1,1
"refGene.NM_133463.1.inc",-3596.398,-3594.411,-3594.411,-3594.411,3.97400000000016,0.0231039413913051,0.504594299884074
"refGene.NM_133466.1.inc",-3394.111,-3389.868,-3389.868,-3389.868,8.48599999999988,0.00178944902547913,0.192781236980881
"refGene.NM_133468.1.inc",-3473.552,-3473.392,-3473.392,-3474.343,0.320000000000618,0.28580382247648,1
"refGene.NM_133476.1",-2835.275,-2835.275,-2835.275,-2837.32,0,1,1
"refGene.NM_133478.1",-7809.675,-7809.675,-7809.675,-7809.944,0,1,1
"refGene.NM_133483.1.inc",-2596.233,-2595.561,-2595.561,-2595.561,1.34400000000005,0.123164895066205,0.956327423866332
"refGene.NM_133484.1.inc",-731.742,-731.251,-731.251,-731.251,0.981999999999971,0.160852768352327,1
"refGene.NM_133491.1",-1350.736,-1350.702,-1350.702,-1350.702,0.068000000000211,0.397135674472333,1
"refGene.NM_133492.1",-2190.632,-2190.632,-2190.632,-2190.632,0,1,1
"refGene.NM_133493.1.inc",-8555.611,-8555.611,-8555.611,-8555.611,0,1,1
"refGene.NM_133494.1",-1804.563,-1804.563,-1804.563,-1804.563,0,1,1
"refGene.NM_133496.1",-2359.284,-2359.284,-2359.284,-2359.284,0,1,1
"refGene.NM_133497.1",-4547.821,-4544.994,-4544.994,-4544.994,5.65400000000045,0.0087078012057013,0.341160499838821
"refGene.NM_133510.1",-2361.626,-2366.853,-2366.853,-2366.853,0,1,1
"refGene.NM_133639.1.inc",-1204.009,-1204.009,-1204.009,-1204.009,0,1,1
"refGene.NM_133640.1",-1318.16,-1329.58,-1329.58,-1329.584,0,1,1
"refGene.NM_134259.1",-3671.036,-3671.036,-3671.036,-3687.895,0,1,1
"refGene.NM_134261.1.inc",-2432.249,-2432.249,-2432.249,-2432.249,0,1,1
"refGene.NM_134268.1",-1124.059,-1124.087,-1124.059,-1128.312,0,1,1
"refGene.NM_134428.1",-4382.286,-4382.286,-4382.286,-4415.885,0,1,1
"refGene.NM_134442.1",-1826.51,-1826.51,-1826.51,-1826.51,0,1,1
"refGene.NM_134470.1.inc",-2193.294,-2193.294,-2193.294,-2193.294,0,1,1
"refGene.NM_138280.1.inc",-1939.694,-1939.694,-1939.694,-1939.694,0,1,1
"refGene.NM_138283.1.inc",-1039.215,-1038.612,-1038.612,-1038.615,1.20599999999968,0.136062880503746,0.985152665615852
"refGene.NM_138285.1.inc",-1660.667,-1673.095,-1673.095,-1660.667,0,1,1
"refGene.NM_138300.1",-2651.257,-2671.068,-2671.068,-2651.257,0,1,1
"refGene.NM_138317.1",-3557.336,-3560.551,-3560.551,-3559.372,0,1,1
"refGene.NM_138328.1",-2577.402,-2586.369,-2586.369,-2577.402,0,1,1
"refGene.NM_138333.1",-1730.154,-1730.154,-1730.154,-1730.154,0,1,1
"refGene.NM_138335.1",-1708.88,-1719.831,-1719.831,-1708.88,0,1,1
"refGene.NM_138348.1",-2573.162,-2590.161,-2573.162,-2573.162,0,1,1
"refGene.NM_138353.1",-4081.49,-4081.49,-4081.49,-4081.49,0,1,1
"refGene.NM_138355.1",-3319.907,-3319.907,-3319.907,-3319.907,0,1,1
"refGene.NM_138358.1",-2151.172,-2151.172,-2151.172,-2151.172,0,1,1
"refGene.NM_138368.1",-4930.911,-4930.864,-4930.864,-4930.864,0.0940000000009604,0.379576136603729,1
"refGene.NM_138383.1.inc",-3928.863,-3927.777,-3927.777,-3927.777,2.17199999999957,0.0702716733489491,0.785302368289775
"refGene.NM_138385.1.inc",-1372.256,-1377.06,-1377.06,-1377.06,0,1,1
"refGene.NM_138387.1",-2622.768,-2622.768,-2622.768,-2622.768,0,1,1
"refGene.NM_138393.1.inc",-1112.594,-1112.594,-1112.594,-1112.594,0,1,1
"refGene.NM_138395.1",-4584.513,-4584.513,-4584.513,-4584.513,0,1,1
"refGene.NM_138408.1.inc",-1393.628,-1393.535,-1393.535,-1393.535,0.185999999999694,0.333133423042631,1
"refGene.NM_138409.1.inc",-1148.856,-1148.856,-1148.856,-1148.856,0,1,1
"refGene.NM_138413.1.inc",-1843.97,-1843.97,-1843.97,-1843.97,0,1,1
"refGene.NM_138414.1",-1775.744,-1775.744,-1775.744,-1775.744,0,1,1
"refGene.NM_138419.1.inc",-2773.416,-2773.416,-2773.416,-2773.416,0,1,1
"refGene.NM_138422.1",-2951.737,-2951.162,-2951.747,-2951.162,1.15000000000055,0.141774574809346,0.996484630879582
"refGene.NM_138425.1",-827.918,-827.686,-827.925,-827.697,0.463999999999942,0.247880238625878,1
"refGene.NM_138431.1",-3684.278,-3682.651,-3682.651,-3682.651,3.25399999999991,0.035624692227755,0.58726648869539
"refGene.NM_138432.1.inc",-2157.566,-2156.75,-2156.75,-2156.75,1.63199999999961,0.100713321745384,0.901184572270881
"refGene.NM_138435.1",-2897.671,-2895.282,-2895.282,-2895.282,4.77799999999934,0.0144127903085474,0.428231338885896
"refGene.NM_138444.1",-1696.806,-1696.806,-1696.806,-1696.806,0,1,1
"refGene.NM_138445.1.inc",-2283.626,-2283.647,-2283.647,-2283.647,0,1,1
"refGene.NM_138446.1.inc",-1636.274,-1636.319,-1636.319,-1636.319,0,1,1
"refGene.NM_138447.1",-3181.236,-3181.236,-3181.236,-3181.236,0,1,1
"refGene.NM_138448.1.inc",-500.08,-500.08,-500.08,-500.08,0,1,1
"refGene.NM_138451.1.inc",-2778.533,-2774.517,-2774.517,-2774.517,8.03200000000015,0.00229790324926036,0.202426089702742
"refGene.NM_138453.1",-1398.506,-1398.506,-1398.506,-1398.506,0,1,1
"refGene.NM_138458.1",-2434.635,-2435.102,-2435.102,-2435.102,0,1,1
"refGene.NM_138459.1",-2013.521,-2013.521,-2013.521,-2013.521,0,1,1
"refGene.NM_138460.1",-1122.121,-1122.121,-1122.121,-1122.121,0,1,1
"refGene.NM_138463.1",-1919.951,-1919.951,-1919.951,-1919.951,0,1,1
"refGene.NM_138471.1.inc",-2361.519,-2361.519,-2361.519,-2361.519,0,1,1
"refGene.NM_138473.1.inc",-3769.847,-3769.847,-3769.847,-3769.847,0,1,1
"refGene.NM_138476.1.inc",-1110.135,-1110.135,-1110.135,-1110.135,0,1,1
"refGene.NM_138493.1",-778.125,-777.631,-777.631,-777.631,0.988000000000056,0.160115841859158,1
"refGene.NM_138551.1.inc",-508.705,-508.705,-508.705,-508.705,0,1,1
"refGene.NM_138559.1.inc",-967.999,-967.999,-967.999,-967.999,0,1,1
"refGene.NM_138569.1.inc",-2810.139,-2810.313,-2810.313,-2810.139,0,1,1
"refGene.NM_138572.1",-2065.716,-2066.061,-2065.716,-2065.716,0,1,1
"refGene.NM_138578.1",-1285.02,-1285.02,-1285.02,-1285.02,0,1,1
"refGene.NM_138610.1",-2286.084,-2289.729,-2286.084,-2286.084,0,1,1
"refGene.NM_138614.1.inc",-1929.434,-1929.434,-1929.434,-1929.434,0,1,1
"refGene.NM_138619.1",-5619.339,-5618.964,-5619.12,-5618.964,0.75,0.193238115385616,1
"refGene.NM_138621.1",-1340.224,-1340.224,-1353.858,-1340.224,0,1,1
"refGene.NM_138691.1.inc",-3891.942,-3891.942,-3910.804,-3891.944,0,1,1
"refGene.NM_138693.1.inc",-2202.41,-2202.41,-2202.41,-2202.41,0,1,1
"refGene.NM_138697.1",-7580.133,-7580.978,-7578.805,-7578.805,2.65599999999904,0.0515799315600864,0.692024719921159
"refGene.NM_138701.1",-1090.973,-1093.465,-1090.973,-1090.973,0,1,1
"refGene.NM_138703.1",-3990.003,-3990.003,-3990.003,-3990.003,0,1,1
"refGene.NM_138704.1",-2381,-2381,-2381,-2381,0,1,1
"refGene.NM_138729.1",-3647.539,-3647.539,-3647.539,-3647.539,0,1,1
"refGene.NM_138771.1",-993.457,-993.457,-993.457,-993.457,0,1,1
"refGene.NM_138783.1",-3816.938,-3816.938,-3816.938,-3816.938,0,1,1
"refGene.NM_138788.1",-2399.798,-2399.798,-2399.798,-2399.798,0,1,1
"refGene.NM_138793.1",-2814.736,-2814.736,-2814.736,-2814.736,0,1,1
"refGene.NM_138794.1.inc",-1307.455,-1307.455,-1307.455,-1307.455,0,1,1
"refGene.NM_138796.1",-3163.182,-3160.808,-3160.808,-3160.808,4.74799999999959,0.0146661835604421,0.428231338885896
"refGene.NM_138798.1",-1998.031,-1996.962,-1996.962,-1996.962,2.13799999999992,0.0718445566702007,0.795445635541148
"refGene.NM_138801.1",-2658.037,-2676.215,-2676.215,-2676.215,0,1,1
"refGene.NM_138809.1",-1953.866,-1951.513,-1949.216,-1949.216,9.30000000000018,0.0011457692902043,0.172006204242256
"refGene.NM_138810.1.inc",-1736.946,-1741.346,-1737.764,-1737.764,0,1,1
"refGene.NM_138811.1",-5157.251,-5157.084,-5157.251,-5157.037,0.427999999999884,0.256485976530322,1
"refGene.NM_138931.1",-4293.272,-4307.401,-4293.311,-4293.311,0,1,1
"refGene.NM_138959.1",-3451.777,-3461.75,-3452.844,-3451.777,0,1,1
"refGene.NM_138966.1",-3285.902,-3285.902,-3285.778,-3285.902,0.248000000000502,0.309243436428167,1
"refGene.NM_138967.1",-1261.834,-1261.773,-1265.795,-1261.834,0.122000000000298,0.363437685253918,1
"refGene.NM_138969.1.inc",-2062.371,-2062.371,-2069.233,-2062.371,0,1,1
"refGene.NM_138982.1",-2664.247,-2664.247,-2664.247,-2664.247,0,1,1
"refGene.NM_138983.1",-1714.235,-1714.235,-1720.165,-1714.235,0,1,1
"refGene.NM_139007.1.inc",-1911.048,-1911.048,-1919.346,-1911.048,0,1,1
"refGene.NM_139015.1",-2366.326,-2366.326,-2380.756,-2366.326,0,1,1
"refGene.NM_139057.1",-7362.13,-7362.13,-7411.634,-7362.13,0,1,1
"refGene.NM_139058.1",-3075.437,-3075.437,-3084.203,-3075.437,0,1,1
"refGene.NM_139067.1.inc",-5915.369,-5915.369,-5934.397,-5915.369,0,1,1
"refGene.NM_139118.1.inc",-5030.568,-5030.896,-5046.861,-5030.568,0,1,1
"refGene.NM_139125.1.inc",-4135.301,-4135.301,-4156.415,-4135.301,0,1,1
"refGene.NM_139126.1",-3034.401,-3034.401,-3034.401,-3034.401,0,1,1
"refGene.NM_139137.1.inc",-3292.75,-3292.75,-3302.555,-3292.75,0,1,1
"refGene.NM_139155.1",-9908.402,-9907.344,-9907.344,-9907.344,2.1160000000018,0.0728834059064704,0.801652291285596
"refGene.NM_139158.1.inc",-1809.417,-1809.417,-1809.417,-1809.417,0,1,1
"refGene.NM_139164.1",-1544.164,-1543.859,-1543.859,-1543.859,0.610000000000127,0.217393905071085,1
"refGene.NM_139169.1",-2750.917,-2750.894,-2750.894,-2750.894,0.0460000000002765,0.415087899083676,1
"refGene.NM_139172.1",-1712.781,-1712.781,-1712.781,-1712.781,0,1,1
"refGene.NM_139175.1",-3537.725,-3537.801,-3537.471,-3537.471,0.507999999999811,0.238002962405958,1
"refGene.NM_139178.1.inc",-1748.107,-1748.107,-1748.107,-1748.107,0,1,1
"refGene.NM_139215.1",-3219.553,-3219.268,-3219.553,-3219.268,0.569999999999709,0.225129458191044,1
"refGene.NM_139238.1.inc",-3607.572,-3607.589,-3607.572,-3607.589,0,1,1
"refGene.NM_139243.1",-3861.945,-3857.734,-3859.508,-3857.734,8.42200000000048,0.00185353896157919,0.192781236980881
"refGene.NM_139245.1",-2127.185,-2127.185,-2127.185,-2127.185,0,1,1
"refGene.NM_139247.1.inc",-6065.954,-6065.954,-6065.954,-6065.954,0,1,1
"refGene.NM_139265.1",-3303.345,-3303.345,-3303.345,-3303.345,0,1,1
"refGene.NM_139279.1.inc",-859.077,-859.077,-859.077,-858.739,0.675999999999931,0.20548376104418,1
"refGene.NM_139280.1",-824.872,-824.862,-824.872,-827.801,0.0199999999999818,0.443768541990883,1
"refGene.NM_139283.1",-1951.219,-1951.219,-1951.219,-1951.219,0,1,1
"refGene.NM_139315.1",-4459.556,-4456.44,-4456.44,-4456.44,6.23199999999997,0.00627309779268,0.296856055499182
"refGene.NM_139321.1.inc",-7286.868,-7286.444,-7287.03,-7286.444,0.847999999999956,0.178559372209424,1
"refGene.NM_139323.1",-1498.567,-1498.567,-1498.567,-1498.567,0,1,1
"refGene.NM_144492.1",-1716.654,-1715.73,-1715.73,-1715.73,1.84799999999996,0.0870080927402661,0.852786286017813
"refGene.NM_144498.1.inc",-2901.792,-2912.94,-2912.942,-2912.94,0,1,1
"refGene.NM_144504.1.inc",-1905.673,-1905.686,-1922.06,-1905.686,0,1,1
"refGene.NM_144567.1.inc",-3115.492,-3118.775,-3118.96,-3113.744,3.49600000000009,0.0307586223158926,0.556130353129246
"refGene.NM_144570.1",-1479.182,-1485.026,-1485.03,-1479.182,0,1,1
"refGene.NM_144576.1",-1748.049,-1749.292,-1754.136,-1748.049,0,1,1
"refGene.NM_144578.1",-1621.75,-1621.75,-1621.75,-1621.75,0,1,1
"refGene.NM_144579.1",-2007.938,-2007.938,-2009.928,-2007.938,0,1,1
"refGene.NM_144580.1",-3514.83,-3514.535,-3514.535,-3514.535,0.590000000000146,0.221209559358817,1
"refGene.NM_144581.1.inc",-2139.051,-2139.051,-2139.051,-2139.051,0,1,1
"refGene.NM_144587.1.inc",-3727.683,-3727.675,-3727.675,-3727.675,0.0159999999996217,0.449671594281275,1
"refGene.NM_144588.1",-3075.468,-3073.796,-3073.796,-3073.796,3.34400000000005,0.0337252257485587,0.576099124126272
"refGene.NM_144590.1",-1556.589,-1558.728,-1558.728,-1558.728,0,1,1
"refGene.NM_144593.1",-1289.929,-1289.929,-1289.929,-1289.753,0.352000000000317,0.276491578122098,1
