"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"refGene.NM_018972.1","refGene.NM_018972.1",0,-2268.60474,5.248304,0.884359,0.115641,-2268.60474,5.248304,0.0323312,1,0.8843484,0.1156396,-1,1,0
"refGene.NM_018975.1","refGene.NM_018975.1",4.119574,-2903.756741,7.209418,0.944907,0.0550931,-2899.637167,7.158516,0.08340089,84.08508,0.945746,0.04997612,-1,0.00204981860316713,0
"refGene.NM_018981.1","refGene.NM_018981.1",2.448976,-5386.244849,9.18651,0.961028,0.0389717,-5383.795873,9.152226,0.07079698,507.0102,0.961725,0.03659194,-1,0.0134442829814697,0
"refGene.NM_018982.1.inc","refGene.NM_018982.1.inc",0,-1755.213137,8.174165,0.935823,0.0641773,-1755.213137,8.174165,0.07223944,1,0.9358144,0.06417671,-1,1,0
"refGene.NM_018990.1","refGene.NM_018990.1",0,-2539.832911,7.71238,0.960306,0.0396942,-2539.832911,7.71238,0.03379853,1,0.9602936,0.03969372,-1,1,0
"refGene.NM_018994.1","refGene.NM_018994.1",0,-4685.281863,8.347211,0.979668,0.0203323,-4685.281863,8.347211,0.03883668,1,0.9796554,0.02033207,-1,1,0
"refGene.NM_018999.1","refGene.NM_018999.1",0.126947,-6051.372759,7.515795,0.858961,0.141039,-6051.245813,7.513295,0.1027648,4.941811,0.8560793,0.1389916,-1,0.307173220500194,0
"refGene.NM_019000.1","refGene.NM_019000.1",0,-2467.216463,7.668931,0.903225,0.0967752,-2467.216463,7.668931,0.06353632,1,0.9032166,0.09677429,-1,1,0
"refGene.NM_019005.1","refGene.NM_019005.1",0,-5202.794162,8.265618,0.99186,0.00814,-5202.794162,8.265618,0.0122601,1,0.9893139,0.008119103,-1,1,0
"refGene.NM_019006.1","refGene.NM_019006.1",0,-1178.788954,3.923605,0.947131,0.052869,-1178.788954,3.923604,0.07125585,1,0.8870566,0.04951491,-1,1,0
"refGene.NM_019007.1","refGene.NM_019007.1",1.571981,-2713.250076,9.243869,0.708107,0.291893,-2711.678095,9.238969,0.2080857,30.06914,0.719595,0.2718662,-1,0.0381042379061562,0
"refGene.NM_019008.1","refGene.NM_019008.1",0.000608,-2872.207852,5.430979,0.964084,0.0359156,-2872.207244,5.431885,0.0177757,1,0.9642805,0.03571142,-1,0.486091226225325,0
"refGene.NM_019009.1","refGene.NM_019009.1",0,-1961.507845,10.59425,0.974871,0.0251287,-1961.507845,10.59425,0.02235746,1,0.8949735,0.02306919,-1,1,0
"refGene.NM_019015.1","refGene.NM_019015.1",2.883495,-4916.259404,6.59019,0.946957,0.0530428,-4913.375909,6.563431,0.02758764,2114.229,0.9500058,0.0484317,-1,0.00816499067805986,0
"refGene.NM_019018.1.inc","refGene.NM_019018.1.inc",0.000461,-2104.709582,13.65031,0.911587,0.0884129,-2104.709121,13.6519,0.07185048,1,0.9116326,0.08836196,-1,0.487888197125351,0
"refGene.NM_019020.1","refGene.NM_019020.1",0.739093,-5669.984564,12.05863,0.966335,0.0336649,-5669.245471,12.02671,0.03754934,8.01162,0.9600056,0.03351882,-1,0.112029277617869,0
"refGene.NM_019021.1","refGene.NM_019021.1",5.312487,-1292.158789,12.80652,0.861434,0.138566,-1286.846302,12.56053,0.3126735,31.00832,0.9365274,0.007402179,-1,0.00055785268610371,0
"refGene.NM_019022.1","refGene.NM_019022.1",0,-2895.982181,8.496531,0.901936,0.0980644,-2895.982181,8.496531,0.03223886,1,0.8678628,0.09435973,-1,1,0
"refGene.NM_019023.1.inc","refGene.NM_019023.1.inc",0,-4423.116446,10.5092,0.914476,0.0855244,-4423.116446,10.5092,0.0631013,1,0.8927175,0.0834895,-1,1,0
"refGene.NM_019026.1","refGene.NM_019026.1",0,-1140.034385,9.503022,1,1e-11,-1140.034385,9.503023,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_019028.1","refGene.NM_019028.1",0.69285,-4212.212481,6.854171,0.936971,0.0630285,-4211.519631,6.84227,0.09895808,9.279227,0.9328422,0.06084191,-1,0.119566305505632,0
"refGene.NM_019030.1","refGene.NM_019030.1",0.016353,-9044.729983,11.12798,0.944169,0.0558305,-9044.71363,11.12988,0.04381103,2.763216,0.9436714,0.05541032,-1,0.428243441872159,0
"refGene.NM_019032.1","refGene.NM_019032.1",0.13941,-8953.776124,8.716733,0.76438,0.23562,-8953.636714,8.710332,0.08271658,2.411847,0.7453264,0.2279198,-1,0.298737837732929,0
"refGene.NM_019035.1","refGene.NM_019035.1",0.000743,-8521.213454,14.8135,0.992476,0.00752384,-8521.212711,14.81096,0.05579056,1,0.9924109,0.007584322,-1,0.484625113411589,0
"refGene.NM_019037.1","refGene.NM_019037.1",0.001425,-1688.55682,8.929955,0.99252,0.00748002,-1688.555395,8.935064,0.0237246,1,0.993234,0.00675758,-1,0.478712422349877,0
"refGene.NM_019040.1","refGene.NM_019040.1",1.234122,-3227.262556,8.303759,0.657424,0.342576,-3226.028434,8.302188,0.05640397,38.75356,0.6693146,0.3259975,-1,0.0580838212967454,0
"refGene.NM_019044.1.inc","refGene.NM_019044.1.inc",0.212419,-3518.512892,9.05619,0.939429,0.0605707,-3518.300474,9.047458,0.04605375,4.704626,0.9334251,0.05799684,-1,0.257266397546914,0
"refGene.NM_019048.1.inc","refGene.NM_019048.1.inc",0.347236,-4435.938863,11.08649,0.77964,0.220359,-4435.591627,11.0739,0.1182124,4.389921,0.7668045,0.2127902,-1,0.20232372009898,0
"refGene.NM_019049.1","refGene.NM_019049.1",0.001197,-2626.209775,12.53749,0.94246,0.0575402,-2626.208578,12.54396,0.1522042,2.225241,0.9433264,0.0566577,-1,0.480488130483796,0
"refGene.NM_019051.1","refGene.NM_019051.1",0,-1383.123476,10.47258,0.73222,0.26778,-1383.123476,10.47258,0.1038378,1,0.6976687,0.2551447,-1,1,0
"refGene.NM_019054.1.inc","refGene.NM_019054.1.inc",9.5e-05,-5626.002453,10.24827,0.655721,0.344278,-5626.002357,10.24748,0.2046194,1.015316,0.5848026,0.3069175,-1,0.494501134288976,0
"refGene.NM_019058.1","refGene.NM_019058.1",0,-1506.812323,6.957701,0.990234,0.00976642,-1506.812323,6.9577,0.03573864,1,0.9247701,0.009120763,-1,1,0
"refGene.NM_019059.1","refGene.NM_019059.1",1e-06,-355.640858,6.801826,0.922113,0.0778866,-355.640857,6.802199,1e-05,1,0.9221821,0.07781699,-1,0.499435810604515,0
"refGene.NM_019060.1","refGene.NM_019060.1",0.005695,-845.224395,15.36915,0.938178,0.0618221,-845.2187,15.30348,0.0522306,1,0.9336677,0.06632113,-1,0.457503993677661,0
"refGene.NM_019062.1.inc","refGene.NM_019062.1.inc",0.905294,-1683.730225,9.902431,0.759281,0.240719,-1682.824931,9.849617,0.08861709,13.41761,0.7567011,0.2247698,-1,0.0892188549261532,0
"refGene.NM_019063.1","refGene.NM_019063.1",0.797253,-6772.10471,8.005519,0.889778,0.110222,-6771.307457,7.976536,0.04164617,4.877239,0.868461,0.1043886,-1,0.10334176582641,0
"refGene.NM_019064.1","refGene.NM_019064.1",0.312896,-12552.227068,8.484431,0.97786,0.0221396,-12551.914172,8.477655,0.02043087,4.890341,0.9748237,0.02185768,-1,0.214451525154309,0
"refGene.NM_019067.1.inc","refGene.NM_019067.1.inc",0.087308,-3185.321011,7.029173,0.90647,0.09353,-3185.233703,7.021102,0.06129493,4.126992,0.8986082,0.0890706,-1,0.338020793791451,0
"refGene.NM_019070.1.inc","refGene.NM_019070.1.inc",0.334967,-2651.273824,11.34738,0.987862,0.0121376,-2650.938857,11.31625,0.02004723,5.649311,0.9840998,0.01111633,-1,0.206537309290374,0
"refGene.NM_019073.1","refGene.NM_019073.1",0,-2957.103987,4.990162,0.940997,0.0590029,-2957.103987,4.990162,0.1200326,1,0.8652975,0.05425632,-1,1,0
"refGene.NM_019074.1","refGene.NM_019074.1",0.002004,-5004.248954,8.083095,0.947035,0.0529647,-5004.246951,8.072363,0.08063966,1,0.9453897,0.05460276,-1,0.474760317290764,0
"refGene.NM_019080.1","refGene.NM_019080.1",2.309542,-2748.773372,8.748842,0.843772,0.156228,-2746.46383,8.612905,0.1363157,1568.564,0.8540471,0.1352608,-1,0.0158090593407287,0
"refGene.NM_019087.1.inc","refGene.NM_019087.1.inc",0,-1032.113084,8.687414,1,3.1731e-08,-1032.113084,8.687414,0.02857752,1,0.9968369,3.163067e-08,-1,1,0
"refGene.NM_019091.1.inc","refGene.NM_019091.1.inc",0.003667,-1546.351486,8.101895,0.928261,0.0717386,-1546.347819,8.06845,0.02026864,1,0.9238088,0.07618154,-1,0.465876786336496,0
"refGene.NM_019102.1","refGene.NM_019102.1",0,-1361.654503,2.813627,1,3.78997e-07,-1361.654503,2.813627,0.01933684,1,0.9634839,3.651576e-07,-1,1,0
"refGene.NM_019103.1","refGene.NM_019103.1",0,-1044.398193,5.559054,0.914398,0.0856019,-1044.398193,5.559054,0.0417907,1,0.9143931,0.0856014,-1,1,0
"refGene.NM_019109.1.inc","refGene.NM_019109.1.inc",4.586786,-3107.47573,8.708844,0.813041,0.186959,-3102.888944,8.633162,0.08603261,19.90113,0.8129746,0.1674096,-1,0.00122767436447432,0
"refGene.NM_019114.1.inc","refGene.NM_019114.1.inc",0.00068,-4691.987499,8.236156,0.910341,0.0896589,-4691.986819,8.248479,0.03356921,1.524012,0.9122037,0.08778546,-1,0.485291069739517,0
"refGene.NM_019116.1","refGene.NM_019116.1",8.2e-05,-1832.903992,4.997397,0.99306,0.00694001,-1832.90391,4.997764,0.0387303,1,0.9931606,0.006831445,-1,0.494891185671356,0
"refGene.NM_019118.1","refGene.NM_019118.1",0,-989.298023,5.05103,0.694541,0.305459,-989.298023,5.05103,0.01036415,1,0.6560273,0.2885212,-1,1,0
"refGene.NM_019557.1","refGene.NM_019557.1",0,-1923.185977,7.500283,0.968341,0.0316589,-1923.185977,7.500283,0.02674618,1,0.9683323,0.03165858,-1,1,0
"refGene.NM_019592.1","refGene.NM_019592.1",0.002507,-6071.950845,7.769637,0.992299,0.00770125,-6071.948338,7.769427,0.01742986,1.559266,0.9869148,0.007648215,-1,0.471774644115983,0
"refGene.NM_019594.1","refGene.NM_019594.1",0,-4757.523366,11.38615,0.99787,0.00213004,-4757.523366,11.38615,0.003452629,1,0.993111,0.00211988,-1,1,0
"refGene.NM_019604.1","refGene.NM_019604.1",0.006399,-3620.184224,11.21846,0.756219,0.243781,-3620.177825,11.26245,0.1634331,1,0.7630165,0.2369769,-1,0.454964440907493,0
"refGene.NM_019605.1","refGene.NM_019605.1",0,-2610.888009,8.130359,0.928691,0.0713094,-2610.888009,8.130359,0.178892,1,0.9286874,0.0713091,-1,1,0
"refGene.NM_019609.1.inc","refGene.NM_019609.1.inc",0.659288,-4368.755923,9.184062,0.925739,0.0742614,-4368.096635,9.142787,0.03908487,2.657145,0.8782103,0.06889652,-1,0.125423887063063,0
"refGene.NM_019613.1.inc","refGene.NM_019613.1.inc",0,-1762.102712,10.15399,1,1.15778e-11,-1762.102712,10.15399,0.001963269,1,0.9999988,1.157782e-11,-1,1,0
"refGene.NM_019616.1.inc","refGene.NM_019616.1.inc",0.688747,-3332.554829,10.98308,0.730506,0.269494,-3331.866082,10.90817,0.0626,16.90616,0.7245053,0.2646301,-1,0.120264235944695,0
"refGene.NM_019839.1.inc","refGene.NM_019839.1.inc",0,-2299.982956,7.39452,0.936343,0.0636568,-2299.982956,7.394657,0.03500517,1,0.9363368,0.0636564,-1,1,0
"refGene.NM_019842.1","refGene.NM_019842.1",0,-5929.854017,6.66043,0.982092,0.0179082,-5929.854017,6.66043,0.04675336,1,0.9820864,0.01790808,-1,1,0
"refGene.NM_019848.1","refGene.NM_019848.1",0,-3707.400794,5.677578,0.791413,0.208587,-3707.400794,5.677609,0.04392456,1,0.791407,0.2085849,-1,1,0
"refGene.NM_019851.1.inc","refGene.NM_019851.1.inc",0.000703,-1111.243318,7.586663,0.986068,0.0139325,-1111.242614,7.590727,0.02725035,1,0.9865779,0.0134056,-1,0.485044499006149,0
"refGene.NM_019855.1.inc","refGene.NM_019855.1.inc",0,-911.78348,7.698452,0.971723,0.0282767,-911.78348,7.698452,0.02856856,1,0.8856801,0.02577288,-1,1,0
"refGene.NM_019863.1.inc","refGene.NM_019863.1.inc",0,-1309.326013,12.13701,0.964018,0.0359825,-1309.326012,12.13562,0.1178293,1,0.9640136,0.03598234,-1,1,0
"refGene.NM_019884.1.inc","refGene.NM_019884.1.inc",0,-2362.326594,6.657399,0.988035,0.0119653,-2362.326594,6.657399,0.01099916,1,0.9784286,0.01184901,-1,1,0
"refGene.NM_019886.1","refGene.NM_019886.1",0.015294,-3693.316136,7.923889,0.898437,0.101563,-3693.300842,7.951439,0.0441173,1,0.9022512,0.0977352,-1,0.430581362758488,0
"refGene.NM_019887.1.inc","refGene.NM_019887.1.inc",0.331498,-1256.809851,8.329867,0.929742,0.0702581,-1256.478353,8.20599,0.05147919,8.214048,0.9037108,0.06452111,-1,0.207752115486221,0
"refGene.NM_019888.1.inc","refGene.NM_019888.1.inc",3.032258,-2026.028826,10.80546,0.94348,0.0565197,-2022.996567,10.75726,0.03419824,68.48723,0.945923,0.04945583,-1,0.00689622732239516,0
"refGene.NM_019892.1.inc","refGene.NM_019892.1.inc",11.240048,-4437.291716,9.883463,0.86288,0.13712,-4426.051668,9.508972,0.08859981,16.89325,0.8383306,0.122711,-1,1.06166195905092e-06,1
"refGene.NM_019894.1.inc","refGene.NM_019894.1.inc",0,-2988.578799,8.412389,0.779526,0.220474,-2988.578799,8.412389,0.08885149,1,0.6759791,0.1911875,-1,1,0
"refGene.NM_019896.1","refGene.NM_019896.1",0,-830.877357,7.509416,0.934614,0.0653861,-830.877357,7.509416,0.01858008,1,0.9336998,0.06532211,-1,1,0
"refGene.NM_020063.1","refGene.NM_020063.1",0,-2561.516266,6.259607,0.974379,0.0256209,-2561.516266,6.259607,0.04113633,1,0.9715526,0.02554656,-1,1,0
"refGene.NM_020064.1","refGene.NM_020064.1",0.000309,-1840.333878,4.67597,1,6.3204e-11,-1840.33357,4.675978,0.01787684,1,0.999999,9.99999e-12,-1,0.49008347358927,0
"refGene.NM_020069.1","refGene.NM_020069.1",8.02526,-2598.228559,12.63556,0.769159,0.23084,-2590.203299,12.04412,0.2121617,28.66304,0.7572275,0.1959328,-1,3.08373437081343e-05,1
"refGene.NM_020116.1","refGene.NM_020116.1",6.1e-05,-5921.858606,8.923589,0.952534,0.0474657,-5921.858545,8.923008,0.06484401,1,0.9524373,0.04754706,-1,0.495593628084357,0
"refGene.NM_020123.1.inc","refGene.NM_020123.1.inc",0.000347,-2639.950869,6.655981,1,1.49978e-10,-2639.950522,6.655994,0.00334739,1,0.9999901,9.85664e-11,-1,0.489491528034033,0
"refGene.NM_020127.1","refGene.NM_020127.1",0.000424,-2802.967126,5.951341,0.834315,0.165685,-2802.966702,5.941671,0.08112176,1,0.8322327,0.167762,-1,0.48838426715023,0
"refGene.NM_020130.1","refGene.NM_020130.1",1.6e-05,-712.548612,7.941049,0.921481,0.0785187,-712.548596,7.941633,0.05272161,1,0.9215511,0.07842551,-1,0.497743253701796,0
"refGene.NM_020134.1","refGene.NM_020134.1",0,-3528.451393,6.539647,0.997119,0.00288144,-3528.451393,6.539647,0.01897646,1,0.997115,0.002881429,-1,1,0
"refGene.NM_020142.1","refGene.NM_020142.1",0,-608.786827,7.354111,0.978838,0.0211617,-608.786827,7.354111,0.05650073,1,0.9625104,0.02080866,-1,1,0
"refGene.NM_020143.1","refGene.NM_020143.1",0,-1868.011338,10.67318,0.93802,0.0619796,-1868.011338,10.67318,0.04127779,1,0.9380107,0.06197897,-1,1,0
"refGene.NM_020151.1","refGene.NM_020151.1",0.00035,-1962.975897,7.751398,0.941244,0.0587563,-1962.975547,7.757981,0.04100216,1,0.9421488,0.05784376,-1,0.489446210675672,0
"refGene.NM_020154.1","refGene.NM_020154.1",0.000101,-1536.58823,6.731445,0.950289,0.0497107,-1536.588129,6.73274,0.03545057,1,0.9505038,0.04948519,-1,0.494330155744012,0
"refGene.NM_020156.1.inc","refGene.NM_020156.1.inc",0.000177,-1941.187745,9.119154,0.975462,0.0245378,-1941.187568,9.123269,0.06089525,1,0.9759562,0.02403994,-1,0.492494388620282,0
"refGene.NM_020157.1","refGene.NM_020157.1",5.828651,-975.052008,10.47418,0.903897,0.0961031,-969.223357,10.17769,0.06812197,27.88956,0.9009576,0.08100654,-1,0.000319755102443623,0
"refGene.NM_020164.1","refGene.NM_020164.1",0,-1952.745764,7.778399,0.616843,0.383157,-1952.745764,7.7784,0.008267002,1,0.5645988,0.3507053,-1,1,0
"refGene.NM_020165.1.inc","refGene.NM_020165.1.inc",0.379509,-3344.966699,8.291824,0.753224,0.246776,-3344.58719,8.30032,0.1574533,25.91782,0.7571534,0.239733,-1,0.191818005916827,0
"refGene.NM_020166.1.inc","refGene.NM_020166.1.inc",0.012408,-4505.39963,10.7355,0.91522,0.0847802,-4505.387222,10.71682,0.08082212,1,0.9129382,0.08705627,-1,0.43741320917191,0
"refGene.NM_020167.1.inc","refGene.NM_020167.1.inc",0.36979,-2718.72214,8.140216,0.872909,0.127091,-2718.35235,8.114784,0.07489304,3.31567,0.8511598,0.122819,-1,0.194897726152838,0
"refGene.NM_020168.1.inc","refGene.NM_020168.1.inc",0.477395,-3746.357027,7.266555,0.956297,0.0437026,-3745.879632,7.263023,0.05043658,6.955721,0.9550522,0.03943273,-1,0.164251516807469,0
"refGene.NM_020169.1","refGene.NM_020169.1",0.000704,-1796.200202,11.34581,0.892883,0.107117,-1796.199499,11.34184,0.07738118,1.049717,0.7382616,0.08857051,-1,0.485033870859986,0
"refGene.NM_020177.1","refGene.NM_020177.1",1e-06,-3593.004942,7.324377,1,3.20018e-11,-3593.004942,7.323878,0.005972289,1,0.9999968,3.200171e-11,-1,0.499435810604515,0
"refGene.NM_020179.1","refGene.NM_020179.1",8.6e-05,-355.326285,10.57561,0.976656,0.0233444,-355.326199,10.57771,0.006215779,1,0.9768412,0.02314992,-1,0.494768071025439,0
"refGene.NM_020186.1","refGene.NM_020186.1",0,-1057.934099,10.56377,0.811278,0.188722,-1057.934099,10.56377,0.07131199,1,0.7728803,0.1797901,-1,1,0
"refGene.NM_020189.1","refGene.NM_020189.1",0,-451.305049,1.250064,1,1e-11,-451.305049,1.250064,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_020190.1","refGene.NM_020190.1",0.000167,-2837.9087,9.46925,0.951074,0.0489255,-2837.908533,9.474474,0.0241244,1,0.9517546,0.04823452,-1,0.492709469619823,0
"refGene.NM_020197.1.inc","refGene.NM_020197.1.inc",0,-2334.422001,9.442595,0.964825,0.0351753,-2334.422001,9.442595,0.025688,1,0.9648084,0.03517468,-1,1,0
"refGene.NM_020200.1","refGene.NM_020200.1",0,-1457.861908,8.934753,0.919562,0.0804381,-1457.861908,8.93516,0.04142385,1,0.9195571,0.08043772,-1,1,0
"refGene.NM_020202.1.inc","refGene.NM_020202.1.inc",0,-1597.023147,7.931465,0.90957,0.0904299,-1597.023147,7.931465,0.08311237,1,0.9095605,0.09042891,-1,1,0
"refGene.NM_020210.1","refGene.NM_020210.1",0,-6563.865797,7.914065,0.801579,0.198421,-6563.865797,7.914065,0.04181857,1,0.7587163,0.1878111,-1,1,0
"refGene.NM_020211.1.inc","refGene.NM_020211.1.inc",0,-2291.97923,12.06353,0.995739,0.00426092,-2291.97923,12.06353,0.01891502,1,0.9778918,0.004184546,-1,1,0
"refGene.NM_020214.1","refGene.NM_020214.1",0.002535,-3357.793192,3.974174,0.991161,0.00883859,-3357.790657,3.970738,0.005957261,1,0.9902762,0.009708757,-1,0.471617725850137,0
"refGene.NM_020216.1","refGene.NM_020216.1",3.386074,-4933.056157,7.823596,0.867282,0.132718,-4929.670083,7.78341,0.05439689,19.74508,0.8672141,0.1241137,-1,0.00462956647843347,0
"refGene.NM_020225.1.inc","refGene.NM_020225.1.inc",0,-5076.509348,9.445895,0.973445,0.0265545,-5076.509348,9.445895,0.03528304,1,0.9656346,0.02634146,-1,1,0
"refGene.NM_020229.1.inc","refGene.NM_020229.1.inc",2e-04,-2837.062181,8.332223,0.941682,0.0583177,-2837.061981,8.333045,0.03782476,1,0.9417827,0.058213,-1,0.492021686283098,0
"refGene.NM_020233.1.inc","refGene.NM_020233.1.inc",0,-2090.986298,10.93312,0.911799,0.088201,-2090.986298,10.93312,0.05728337,1,0.8578098,0.08297852,-1,1,0
"refGene.NM_020240.1","refGene.NM_020240.1",7e-06,-532.377282,10.59708,1,4.15862e-11,-532.377275,10.59603,0.01150286,1,0.9999962,3.787906e-11,-1,0.498507298152611,0
"refGene.NM_020242.1.inc","refGene.NM_020242.1.inc",1.698612,-8284.675517,7.730943,0.854427,0.145573,-8282.976905,7.729516,0.09513984,18.87917,0.858585,0.1375644,-1,0.0326531193039653,0
"refGene.NM_020246.1","refGene.NM_020246.1",0,-6335.224584,8.303479,0.953281,0.0467189,-6335.224584,8.303479,0.02752633,1,0.9203611,0.04510555,-1,1,0
"refGene.NM_020310.1","refGene.NM_020310.1",0,-3882.704785,4.513848,0.95939,0.0406098,-3882.704785,4.513848,0.05534064,1,0.9593866,0.04060966,-1,1,0
"refGene.NM_020319.1.inc","refGene.NM_020319.1.inc",0,-2453.783801,10.91885,0.96549,0.0345097,-2453.783801,10.91885,0.04231142,1,0.9654847,0.0345095,-1,1,0
"refGene.NM_020337.1","refGene.NM_020337.1",2.338913,-10085.077737,14.30769,0.980431,0.0195692,-10082.738824,14.30193,0.01961702,12.56775,0.9799071,0.01843793,-1,0.0152771963156095,0
"refGene.NM_020338.1","refGene.NM_020338.1",0,-6296.123061,5.925689,0.994252,0.00574834,-6296.123061,5.925689,0.0105807,1,0.9921937,0.005737298,-1,1,0
"refGene.NM_020341.1","refGene.NM_020341.1",7e-06,-4730.183185,8.76328,0.980643,0.0193567,-4730.183178,8.763176,0.03874761,1,0.9806366,0.01935647,-1,0.498507298152611,0
"refGene.NM_020344.1","refGene.NM_020344.1",0,-4663.497518,6.501256,0.832719,0.167281,-4663.497518,6.501252,0.03361258,1,0.8326919,0.1672757,-1,1,0
"refGene.NM_020345.1","refGene.NM_020345.1",0,-1317.463733,12.09747,0.994171,0.00582852,-1317.463733,12.09748,0.02297791,1,0.9852907,0.005776256,-1,1,0
"refGene.NM_020346.1","refGene.NM_020346.1",0,-3711.785806,9.230479,0.980803,0.0191965,-3711.785806,9.230479,0.007010367,1,0.9668763,0.01892394,-1,1,0
"refGene.NM_020348.1","refGene.NM_020348.1",0,-3992.788128,6.893976,0.963015,0.0369852,-3992.788128,6.893976,0.03302659,1,0.9630024,0.03698477,-1,1,0
"refGene.NM_020350.1","refGene.NM_020350.1",0,-1346.114046,7.461805,0.822938,0.177062,-1346.114046,7.461805,0.1485933,1,0.822937,0.1770622,-1,1,0
"refGene.NM_020353.1","refGene.NM_020353.1",0,-2655.901653,9.57709,0.791238,0.208762,-2655.901653,9.57709,0.07930864,1,0.7819434,0.2063093,-1,1,0
"refGene.NM_020354.1","refGene.NM_020354.1",0,-3870.780742,8.019647,0.941977,0.0580232,-3870.780742,8.019647,0.03876687,1,0.9374162,0.05774236,-1,1,0
"refGene.NM_020357.1","refGene.NM_020357.1",0.013116,-974.695186,3.705962,1,1.38842e-08,-974.682071,3.70585,0.0563861,14.60595,0.9985952,1.404747e-08,-1,0.43566751166665,0
"refGene.NM_020361.1","refGene.NM_020361.1",0,-3347.552979,9.323008,0.899453,0.100547,-3347.552978,9.323258,0.1228619,1,0.8994487,0.1005468,-1,1,0
"refGene.NM_020362.1","refGene.NM_020362.1",0.00014,-1257.035586,6.009778,1,5.63235e-11,-1257.035446,6.00979,0.02752106,1,0.999999,9.99999e-12,-1,0.493324730335913,0
"refGene.NM_020365.1.inc","refGene.NM_020365.1.inc",0,-2355.328604,6.852613,0.936663,0.0633368,-2355.328604,6.852613,0.09245928,1,0.7519837,0.05084885,-1,1,0
"refGene.NM_020367.1","refGene.NM_020367.1",0.636889,-2123.236714,8.21093,0.994326,0.00567422,-2122.599824,8.127319,0.05171111,5.871881,0.9693026,0.01321084,-1,0.12952956219864,0
"refGene.NM_020368.1","refGene.NM_020368.1",0.683251,-3797.184901,10.36662,0.922426,0.0775745,-3796.50165,10.34111,0.1020006,16.21845,0.9206671,0.07451962,-1,0.121206899430506,0
"refGene.NM_020369.1","refGene.NM_020369.1",3.696985,-4045.710823,9.565455,0.911422,0.0885776,-4042.013838,9.41061,0.1106394,39.00301,0.8966709,0.08613632,-1,0.0032721443884743,0
"refGene.NM_020370.1","refGene.NM_020370.1",0,-3294.697071,9.042893,0.790605,0.209395,-3294.697071,9.042893,0.05794899,1,0.7905987,0.2093938,-1,1,0
"refGene.NM_020374.1","refGene.NM_020374.1",0,-3752.954882,10.90306,0.962137,0.0378633,-3752.954882,10.90306,0.02518558,1,0.9621277,0.03786298,-1,1,0
"refGene.NM_020377.1.inc","refGene.NM_020377.1.inc",0,-2511.001829,9.039558,0.680413,0.319587,-2511.001829,9.039558,0.09258528,1,0.6804078,0.3195845,-1,1,0
"refGene.NM_020378.1.inc","refGene.NM_020378.1.inc",0.000546,-1196.154949,7.383277,0.965524,0.0344759,-1196.154402,7.373917,0.03067426,1,0.9635633,0.03642984,-1,0.486819182430809,0
"refGene.NM_020383.1","refGene.NM_020383.1",0,-4152.247244,9.23159,0.990641,0.0093589,-4152.247244,9.23159,0.02768045,1,0.9906358,0.009358855,-1,1,0
"refGene.NM_020384.1","refGene.NM_020384.1",1.559543,-1651.094358,8.224635,0.961041,0.0389589,-1649.534815,8.136,0.05430844,36.75434,0.9549148,0.03717884,-1,0.0386900878508818,0
"refGene.NM_020387.1","refGene.NM_020387.1",0,-1428.503828,9.529034,1,1e-11,-1428.503828,9.529034,0.03153842,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_020390.1","refGene.NM_020390.1",0,-840.65108,6.37671,1,1e-11,-840.65108,6.37671,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_020395.1","refGene.NM_020395.1",0,-3183.412623,8.674023,0.903069,0.0969312,-3183.412623,8.674023,0.03301808,1,0.886061,0.09510563,-1,1,0
"refGene.NM_020400.1.inc","refGene.NM_020400.1.inc",0,-2400.341541,9.611697,0.85891,0.14109,-2400.341541,9.611697,0.04059278,1,0.858906,0.1410889,-1,1,0
"refGene.NM_020401.1.inc","refGene.NM_020401.1.inc",0,-5334.151229,11.87277,0.944892,0.0551079,-5334.151229,11.87277,0.03609139,1,0.9448778,0.05510702,-1,1,0
"refGene.NM_020404.1.inc","refGene.NM_020404.1.inc",0,-4956.770377,7.738867,0.747905,0.252095,-4956.770377,7.738867,0.1264871,1,0.7479027,0.2520942,-1,1,0
"refGene.NM_020405.1.inc","refGene.NM_020405.1.inc",0,-2790.357055,7.474138,0.906759,0.093241,-2790.357055,7.474138,0.07535462,1,0.8322865,0.08558306,-1,1,0
"refGene.NM_020407.1.inc","refGene.NM_020407.1.inc",1.5e-05,-2689.795324,8.332271,0.958261,0.0417393,-2689.795309,8.331598,0.09590817,1,0.9582196,0.04177553,-1,0.497814914064251,0
"refGene.NM_020409.1","refGene.NM_020409.1",0.725561,-1876.249955,9.684163,0.790038,0.209962,-1875.524394,9.457086,0.0612099,2.335268,0.6367998,0.168743,-1,0.114174001714944,0
"refGene.NM_020412.1","refGene.NM_020412.1",0.001008,-1192.957033,5.626442,1,2.38417e-10,-1192.956025,5.626524,0.01342497,1,0.9999984,1.590844e-11,-1,0.482093552803982,0
